0.599546,-0.329336,0.168539,-0.031078,-0.058612,0.043313,0.09963900000000001,-0.083832,0.183587,0.035489,0.000537,0.000532,0.000895,0.000449,0.000465,0.000383,0.000478,0.000616,0.000342,6.5
0.604447,0.6928530000000001,1.376834,0.991594,0.315939,-0.205508,0.025757,0.57046,0.49625,0.082632,0.000157,6.1e-05,3e-05,5.9e-05,4.3e-05,5.3e-05,7.6e-05,6.3e-05,3e-05,4.8
2.246031,-0.318557,-0.032543,-0.138039,-0.099282,-0.294407,0.147278,0.297386,0.185883,0.284565,0.000166,0.000113,0.000159,0.000175,0.000155,0.000116,0.000107,0.000183,0.000117,5.6
0.411071,-0.913242,0.044645,0.108838,0.193805,0.034653,0.225684,0.283856,0.188954,0.030906,9.8e-05,8.8e-05,9.500000000000001e-05,0.000166,8.3e-05,0.000141,6.9e-05,9.399999999999999e-05,0.0001,6.6
0.418955,0.167967,0.235797,0.292938,0.388215,0.219043,0.100941,-0.126535,0.008586,-0.049693,0.000143,8.000000000000001e-05,6.3e-05,5.2e-05,5e-05,3.9e-05,3.9e-05,4.1e-05,4.1e-05,4.3
1.836559,0.105966,-0.027348,-0.105334,0.636126,0.151723,0.173398,0.046277,0.242475,-0.317357,0.00023,0.000234,0.000317,0.000239,0.000172,0.000141,0.000236,0.000712,0.000937,3.3
0.614968,-0.65278,0.5293020000000001,-0.073201,-0.139573,-0.103585,0.321081,0.185787,-0.068735,-0.037793,0.000295,0.000172,0.000507,0.000144,0.000189,0.000512,0.00023,0.000458,0.00017,5.4
0.920451,-0.10073,-0.110694,-0.059395,-0.136827,0.061658,-0.260986,0.291882,-0.186183,-0.079194,0.002075,0.001152,0.001861,0.001144,0.001211,0.00131,0.001071,0.001304,0.000828,4.7
1.981519,1.037388,0.743051,0.377328,0.236075,-0.073035,0.337439,0.174306,-0.017004,0.186369,0.000312,0.000618,0.000282,0.000202,0.000169,0.000198,0.000161,0.000203,0.000295,5.5
2.148181,0.632617,0.057371,0.200945,0.034217,-0.094023,-0.199147,0.193248,0.140017,0.368872,4e-05,4.8e-05,6.7e-05,5e-05,4.2e-05,4.4e-05,3.8e-05,4.7e-05,3.3e-05,4.7
1.061817,-0.468096,-0.151262,0.351207,-0.057885,0.003169,0.284511,0.105733,0.202745,0.231564,1.9e-05,1.8e-05,2.6e-05,1.6e-05,2.3e-05,1.5e-05,1.5e-05,3.1e-05,3e-05,5.8
2.155719,-0.383036,0.488584,-0.434875,0.005285,-0.027897,0.060977,0.049953,0.031351,0.039067,0.000172,3.7e-05,7.2e-05,5.5e-05,6.1e-05,0.000321,6.499999999999999e-05,0.000107,8.7e-05,4.6
0.525412,-0.296513,0.47928,0.374794,0.527321,0.760219,0.195878,0.170801,0.084895,0.11743,0.000201,0.000185,0.0002,0.000178,0.000128,0.000116,0.000105,0.000109,0.00023,6
3.307785,-0.442084,0.252815,0.250798,0.695276,0.084201,0.9049,0.133783,0.323346,-0.473087,0.000215,9.2e-05,4.3e-05,3.6e-05,6.8e-05,7.4e-05,5.4e-05,9.899999999999999e-05,5.8e-05,6.3
